Filename,rms_amp_L,peak_freq_L,spectral_entropy_L,zcr_L,mean_freq_L,rms_amp_R,peak_freq_R,spectral_entropy_R,zcr_R,mean_freq_R
C:\Users\Andrea\Desktop\TESIS\Diagnosticado\trial1.wav,0.00418330104752948,15655.517578125,11.3454244017369,31854.5960428689,15953.7087379598,0.00297406808765326,15551.513671875,11.3862449369019,31740.5193734542,15881.9851794296
C:\Users\Andrea\Desktop\TESIS\Diagnosticado\trial10.wav,0.00397643131668325,15003.662109375,11.442048048848,31653.1429745275,15852.3584436833,0.00299098608876831,15039.55078125,11.3741633088623,31723.0895645029,15844.9697879527
C:\Users\Andrea\Desktop\TESIS\Diagnosticado\trial11.wav,0.00467249644947394,15685.546875,11.4160867316456,31621.2152209493,15855.7883241072,0.00328800114777717,15069.580078125,11.347467646958,31738.1342062193,15838.8425360656
C:\Users\Andrea\Desktop\TESIS\Diagnosticado\trial12.wav,0.00401048075006284,15106.201171875,11.4398098473557,31606.4814814815,15853.2664704118,0.00334604709612006,14960.44921875,11.3749179548856,31692.2839506173,15814.4494738006
C:\Users\Andrea\Desktop\TESIS\Diagnosticado\trial13.wav,0.00401018568314242,15112.79296875,11.4195259759006,31577.1516393443,15793.8274412825,0.00232136157548256,15083.49609375,11.4181133438316,31622.6434426229,15826.7424574459
C:\Users\Andrea\Desktop\TESIS\Diagnosticado\trial14.wav,0.00441092706887248,15572.75390625,11.3946294445391,31613.8502454992,15832.7366298719,0.00221684314356233,15005.126953125,11.3710436986643,31720.0286415712,15874.0943649385
C:\Users\Andrea\Desktop\TESIS\Diagnosticado\trial15.wav,0.00510725265046116,15114.990234375,11.4291509015156,31593.058968059,15839.485887489,0.00255306096815788,15143.5546875,11.4325384255422,31683.0466830467,15860.8135225674
C:\Users\Andrea\Desktop\TESIS\Diagnosticado\trial16.wav,0.00533260407419983,15775.634765625,11.4320604923233,31578.5597381342,15851.593743007,0.00254383249502279,15044.677734375,11.4275088245945,31629.1939443535,15858.7687425728
C:\Users\Andrea\Desktop\TESIS\Diagnosticado\trial17.wav,0.00285331738717846,15055.6640625,11.42385811224,31772.8395061728,15887.3867177027,0.00256497722718036,15441.650390625,11.4416294628617,31634.5679012346,15855.0395367499
C:\Users\Andrea\Desktop\TESIS\Diagnosticado\trial18.wav,0.00429945945841229,15103.271484375,11.45395408456,31678.4249384742,15843.3278604595,0.00329934151821439,15046.875,11.4671385864084,31671.6570959803,15891.8037705973
